"";"SCHOOLID";"SEX";"PPED";"REPEAT";"MSESC"
"114";10107;0;1;0;NA
"115";10107;0;1;0;NA
"116";10107;0;1;0;NA
"117";10107;0;1;0;NA
"118";10107;0;1;0;NA
"119";10107;0;1;0;NA
"120";10107;0;1;0;NA
"121";10107;0;1;1;NA
"122";10107;1;0;0;NA
"123";10107;1;0;1;NA
"124";10107;1;1;0;NA
"125";10107;1;1;0;NA
"126";10107;1;1;0;NA
"127";10107;1;1;0;NA
"128";10108;0;1;0;0,76
"129";10108;0;1;0;0,76
"130";10108;0;1;0;0,76
"131";10108;0;1;0;0,76
"132";10108;0;1;0;0,76
"133";10108;0;1;0;0,76
"134";10108;0;1;0;0,76
"135";10108;0;1;0;0,76
"136";10108;0;1;0;0,76
"137";10108;0;1;0;0,76
"138";10108;0;1;0;0,76
"139";10108;0;1;1;0,76
"140";10108;1;1;0;0,76
"141";10108;1;1;0;0,76
"142";10108;1;1;0;0,76
"143";10108;1;1;0;0,76
"144";10108;1;1;0;0,76
"145";10108;1;1;1;0,76
"146";10108;1;1;1;0,76
"147";10109;0;1;0;1,06
"148";10109;0;1;0;1,06
"149";10109;0;1;0;1,06
"150";10109;0;1;0;1,06
"151";10109;0;1;0;1,06
"152";10109;0;1;0;1,06
"153";10109;0;1;0;1,06
"154";10109;0;1;0;1,06
"155";10109;0;1;1;1,06
"156";10109;0;1;1;1,06
"157";10109;0;1;1;1,06
"158";10109;1;0;0;1,06
"159";10109;1;0;0;1,06
"160";10109;1;0;1;1,06
"161";10109;1;1;0;1,06
"162";10109;1;1;0;1,06
"163";10109;1;1;1;1,06
"164";10109;1;1;1;1,06
"165";10109;1;1;1;1,06
"166";10109;1;1;1;1,06
"167";10109;1;1;1;1,06
"168";10211;0;0;0;0,54
"169";10211;0;0;0;0,54
"170";10211;0;0;0;0,54
"171";10211;0;1;0;0,54
"172";10211;0;1;0;0,54
"173";10211;0;1;0;0,54
"174";10211;0;1;0;0,54
"175";10211;0;1;0;0,54
"176";10211;0;1;0;0,54
"177";10211;0;1;0;0,54
"178";10211;1;0;0;0,54
"179";10211;1;0;0;0,54
"180";10211;1;0;0;0,54
"181";10211;1;0;0;0,54
"182";10211;1;0;1;0,54
"183";10211;1;1;0;0,54
"184";10211;1;1;0;0,54
"185";10211;1;1;0;0,54
"186";10211;1;1;0;0,54
"187";10211;1;1;0;0,54
"188";10211;1;1;0;0,54
"189";10211;1;1;0;0,54
"190";10211;1;1;0;0,54
"191";10211;1;1;0;0,54
"192";10211;1;1;0;0,54
"193";10312;0;0;0;0,5
"194";10312;0;0;0;0,5
"195";10312;0;0;0;0,5
"196";10312;0;0;0;0,5
"197";10312;0;0;0;0,5
"198";10312;0;0;0;0,5
"199";10312;1;0;0;0,5
"200";10312;1;0;0;0,5
"201";10312;1;0;0;0,5
"202";10312;1;0;0;0,5
"203";10312;1;0;0;0,5
"204";10312;1;0;0;0,5
"205";10313;0;0;0;NA
"206";10313;0;0;0;NA
"207";10313;0;0;0;NA
"208";10313;0;0;0;NA
"209";10313;0;0;0;NA
"210";10313;0;0;0;NA
"211";10313;0;0;0;NA
"212";10313;1;0;0;NA
"213";10313;1;0;0;NA
"214";10313;1;0;0;NA
"215";10313;1;0;0;NA
"216";10313;1;0;0;NA
"217";10313;1;0;0;NA
"218";10313;1;0;0;NA
"219";10314;0;0;0;0,29
"220";10314;0;0;0;0,29
"221";10314;0;0;0;0,29
"222";10314;0;0;0;0,29
"223";10314;0;0;0;0,29
"224";10314;0;0;0;0,29
"225";10314;0;0;0;0,29
"226";10314;0;0;1;0,29
"227";10314;1;0;0;0,29
"228";10314;1;0;0;0,29
"229";10314;1;0;0;0,29
"230";10314;1;0;0;0,29
"231";10314;1;0;0;0,29
"232";10314;1;0;1;0,29
"233";10314;1;0;1;0,29
"234";10314;1;0;1;0,29
"235";10314;1;0;1;0,29
"236";10315;0;0;0;0,68
"237";10315;0;0;0;0,68
"238";10315;0;0;0;0,68
"239";10315;0;0;1;0,68
"240";10315;0;1;0;0,68
"241";10315;0;1;0;0,68
"242";10315;0;1;0;0,68
"243";10315;0;1;0;0,68
"244";10315;0;1;0;0,68
"245";10315;0;1;0;0,68
"246";10315;0;1;0;0,68
"247";10315;1;0;0;0,68
"248";10315;1;0;0;0,68
"249";10315;1;0;0;0,68
"250";10315;1;0;1;0,68
"251";10315;1;0;1;0,68
"252";10315;1;0;1;0,68
"253";10315;1;0;1;0,68
"254";10315;1;0;1;0,68
"255";10315;1;1;0;0,68
"256";10315;1;1;0;0,68
"257";10315;1;1;1;0,68
"258";10316;0;0;0;-0,29
"259";10316;0;0;0;-0,29
"260";10316;0;0;0;-0,29
"261";10316;0;0;0;-0,29
"262";10316;0;0;0;-0,29
"263";10316;0;0;0;-0,29
"264";10316;0;0;0;-0,29
"265";10316;0;0;0;-0,29
"266";10316;0;0;0;-0,29
"267";10316;1;0;0;-0,29
"268";10316;1;0;0;-0,29
"269";10316;1;0;0;-0,29
"270";10316;1;0;0;-0,29
"271";10316;1;0;0;-0,29
"272";10316;1;1;0;-0,29
"273";10418;0;1;0;0,11
"274";10418;0;1;0;0,11
"275";10418;0;1;0;0,11
"276";10418;0;1;0;0,11
"277";10418;0;1;0;0,11
"278";10418;0;1;0;0,11
"279";10418;0;1;0;0,11
"280";10418;0;1;0;0,11
"281";10418;0;1;0;0,11
"282";10418;0;1;0;0,11
"283";10418;0;1;0;0,11
"284";10418;0;1;0;0,11
"285";10418;0;1;0;0,11
"286";10418;0;1;0;0,11
"287";10418;1;0;0;0,11
"288";10418;1;0;0;0,11
"289";10418;1;1;0;0,11
"290";10418;1;1;0;0,11
"291";10418;1;1;0;0,11
"292";10418;1;1;0;0,11
"293";10418;1;1;0;0,11
"294";10418;1;1;0;0,11
"295";10418;1;1;0;0,11
"296";10418;1;1;0;0,11
"297";10418;1;1;0;0,11
"298";10418;1;1;1;0,11
"299";10419;0;0;0;-0,19
"300";10419;0;1;0;-0,19
"301";10419;0;1;0;-0,19
"302";10419;0;1;0;-0,19
"303";10419;0;1;0;-0,19
"304";10419;0;1;0;-0,19
"305";10419;0;1;0;-0,19
"306";10419;0;1;0;-0,19
"307";10419;0;1;0;-0,19
"308";10419;0;1;0;-0,19
"309";10419;0;1;0;-0,19
"310";10419;0;1;0;-0,19
"311";10419;0;1;0;-0,19
"312";10419;1;1;0;-0,19
"313";10419;1;1;0;-0,19
"314";10419;1;1;0;-0,19
"315";10419;1;1;0;-0,19
"316";10419;1;1;0;-0,19
"317";10419;1;1;0;-0,19
"318";10419;1;1;0;-0,19
"319";10419;1;1;0;-0,19
"320";10419;1;1;0;-0,19
"321";10419;1;1;0;-0,19
"322";10419;1;1;0;-0,19
"323";10419;1;1;0;-0,19
"324";20101;0;0;0;0,06
"325";20101;0;0;0;0,06
"326";20101;0;0;0;0,06
"327";20101;0;0;0;0,06
"328";20101;0;0;1;0,06
"329";20101;1;0;0;0,06
"330";20101;1;0;0;0,06
"331";20101;1;0;0;0,06
"332";20101;1;0;0;0,06
"333";20101;1;0;0;0,06
"334";20101;1;0;0;0,06
"335";20101;1;0;1;0,06
"336";20101;1;0;1;0,06
"337";20101;1;0;1;0,06
"338";20101;1;1;0;0,06
"339";20101;1;1;0;0,06
"340";20101;1;1;1;0,06
"341";20102;0;0;0;0,32
"342";20102;0;1;0;0,32
"343";20102;0;1;0;0,32
"344";20102;0;1;0;0,32
"345";20102;0;1;0;0,32
"346";20102;0;1;0;0,32
"347";20102;0;1;0;0,32
"348";20102;0;1;0;0,32
"349";20102;0;1;0;0,32
"350";20102;0;1;0;0,32
"351";20102;0;1;0;0,32
"352";20102;0;1;0;0,32
"353";20102;0;1;0;0,32
"354";20102;0;1;0;0,32
"355";20102;1;0;0;0,32
"356";20102;1;1;0;0,32
"357";20102;1;1;0;0,32
"358";20102;1;1;0;0,32
"359";20102;1;1;0;0,32
"360";20102;1;1;0;0,32
"361";20102;1;1;0;0,32
"362";20102;1;1;0;0,32
"363";20102;1;1;0;0,32
"364";20102;1;1;0;0,32
"365";20102;1;1;0;0,32
"366";20102;1;1;0;0,32
"367";20102;1;1;0;0,32
"368";20203;0;1;0;-0,38
"369";20203;0;1;0;-0,38
"370";20203;0;1;0;-0,38
"371";20203;0;1;0;-0,38
"372";20203;1;0;0;-0,38
"373";20203;1;0;0;-0,38
"374";20203;1;0;1;-0,38
"375";20203;1;1;0;-0,38
"376";20203;1;1;0;-0,38
"377";20203;1;1;0;-0,38
"378";20203;1;1;0;-0,38
"379";20203;1;1;0;-0,38
"380";20203;1;1;0;-0,38
"381";20203;1;1;1;-0,38
"382";20204;0;1;0;0,04
"383";20204;0;1;0;0,04
"384";20204;0;1;0;0,04
"385";20204;0;1;0;0,04
"386";20204;0;1;0;0,04
"387";20204;1;1;0;0,04
"388";20204;1;1;0;0,04
"389";20204;1;1;0;0,04
"390";20204;1;1;0;0,04
"391";20204;1;1;0;0,04
"392";20204;1;1;0;0,04
"393";20204;1;1;0;0,04
"394";20204;1;1;0;0,04
"395";20204;1;1;0;0,04
"396";20204;1;1;0;0,04
"397";20204;1;1;0;0,04
"398";20204;1;1;1;0,04
"399";20205;0;0;0;-0,45
"400";20205;1;0;0;-0,45
"401";20205;1;0;1;-0,45
"402";20205;1;1;0;-0,45
"403";20205;1;1;0;-0,45
"404";20205;1;1;0;-0,45
"405";20205;1;1;0;-0,45
"406";20205;1;1;0;-0,45
"407";20205;1;1;0;-0,45
"408";20205;1;1;1;-0,45
"409";20205;1;1;1;-0,45
"410";20206;0;1;0;-0,11
"411";20206;0;1;0;-0,11
"412";20206;0;1;0;-0,11
"413";20206;0;1;0;-0,11
"414";20206;0;1;0;-0,11
"415";20206;0;1;0;-0,11
"416";20206;0;1;0;-0,11
"417";20206;0;1;1;-0,11
"418";20206;1;1;0;-0,11
"419";20206;1;1;0;-0,11
"420";20206;1;1;0;-0,11
"421";20206;1;1;0;-0,11
"422";20206;1;1;0;-0,11
"423";20206;1;1;0;-0,11
"424";20206;1;1;0;-0,11
"425";20206;1;1;1;-0,11
"426";20207;0;1;0;-0,04
"427";20207;0;1;0;-0,04
"428";20207;0;1;0;-0,04
"429";20207;0;1;0;-0,04
"430";20207;0;1;0;-0,04
"431";20207;0;1;0;-0,04
"432";20207;0;1;0;-0,04
"433";20207;0;1;0;-0,04
"434";20207;0;1;0;-0,04
"435";20207;0;1;0;-0,04
"436";20207;0;1;0;-0,04
"437";20207;0;1;1;-0,04
"438";20207;0;1;1;-0,04
"439";20207;0;1;1;-0,04
"440";20207;1;0;0;-0,04
"441";20207;1;1;0;-0,04
"442";20207;1;1;0;-0,04
"443";20207;1;1;0;-0,04
"444";20207;1;1;0;-0,04
"445";20207;1;1;0;-0,04
"446";20207;1;1;0;-0,04
"447";20207;1;1;0;-0,04
"448";20207;1;1;0;-0,04
"449";20207;1;1;0;-0,04
"450";20207;1;1;0;-0,04
"451";20207;1;1;1;-0,04
"452";20207;1;1;1;-0,04
"453";20207;1;1;1;-0,04
"454";20207;1;1;1;-0,04
"455";20207;1;1;1;-0,04
"456";20207;1;1;1;-0,04
"457";20308;0;1;0;-0,42
"458";20308;0;1;0;-0,42
"459";20308;0;1;0;-0,42
"460";20308;0;1;0;-0,42
"461";20308;0;1;0;-0,42
"462";20308;0;1;0;-0,42
"463";20308;0;1;0;-0,42
"464";20308;0;1;0;-0,42
"465";20308;0;1;0;-0,42
"466";20308;0;1;1;-0,42
"467";20308;0;1;1;-0,42
"468";20308;0;1;1;-0,42
"469";20308;1;1;0;-0,42
"470";20308;1;1;0;-0,42
"471";20308;1;1;1;-0,42
"472";20308;1;1;1;-0,42
"473";20308;1;1;1;-0,42
"474";20308;1;1;1;-0,42
"475";20309;0;1;0;-0,38
"476";20309;1;1;1;-0,38
"477";20310;0;1;0;-0,39
"478";20310;0;1;0;-0,39
"479";20310;0;1;0;-0,39
"480";20310;0;1;0;-0,39
"481";20310;0;1;1;-0,39
"482";20310;0;1;1;-0,39
"483";20310;0;1;1;-0,39
"484";20310;1;1;0;-0,39
"485";20310;1;1;0;-0,39
"486";20310;1;1;0;-0,39
"487";20310;1;1;0;-0,39
"488";20310;1;1;0;-0,39
"489";20310;1;1;0;-0,39
"490";20310;1;1;0;-0,39
"491";20310;1;1;0;-0,39
"492";20310;1;1;1;-0,39
"493";20311;0;1;0;-0,16
"494";20311;0;1;0;-0,16
"495";20311;0;1;0;-0,16
"496";20311;0;1;0;-0,16
"497";20311;0;1;0;-0,16
"498";20311;1;1;0;-0,16
"499";20311;1;1;0;-0,16
"500";20311;1;1;0;-0,16
"501";20311;1;1;1;-0,16
"502";20311;1;1;1;-0,16
"503";20312;0;1;0;-0,24
"504";20312;0;1;0;-0,24
"505";20312;0;1;0;-0,24
"506";20312;0;1;0;-0,24
"507";20312;0;1;0;-0,24
"508";20312;0;1;0;-0,24
"509";20312;0;1;0;-0,24
"510";20312;0;1;0;-0,24
"511";20312;0;1;0;-0,24
"512";20312;0;1;0;-0,24
"513";20312;0;1;0;-0,24
"514";20312;0;1;0;-0,24
"515";20312;0;1;0;-0,24
"516";20312;0;1;0;-0,24
"517";20312;1;1;0;-0,24
"518";20312;1;1;0;-0,24
"519";20312;1;1;0;-0,24
"520";20312;1;1;0;-0,24
"521";20313;0;1;0;NA
"522";20313;0;1;0;NA
"523";20313;0;1;0;NA
"524";20313;0;1;0;NA
"525";20313;1;0;1;NA
"526";20313;1;1;0;NA
"527";20313;1;1;0;NA
"528";20313;1;1;1;NA
"529";20313;1;1;1;NA
"530";20313;1;1;1;NA
"531";20313;1;1;1;NA
"532";20313;1;1;1;NA
"533";20414;0;1;0;-0,31
"534";20414;0;1;0;-0,31
"535";20414;0;1;0;-0,31
"536";20414;0;1;0;-0,31
"537";20414;0;1;0;-0,31
"538";20414;0;1;0;-0,31
"539";20414;0;1;0;-0,31
"540";20414;0;1;0;-0,31
"541";20414;0;1;1;-0,31
"542";20414;1;0;0;-0,31
"543";20414;1;1;0;-0,31
"544";20414;1;1;0;-0,31
"545";20414;1;1;0;-0,31
"546";20414;1;1;0;-0,31
"547";20414;1;1;0;-0,31
"548";20414;1;1;0;-0,31
"549";20414;1;1;0;-0,31
"550";20414;1;1;0;-0,31
"551";20414;1;1;0;-0,31
"552";20414;1;1;1;-0,31
"553";20414;1;1;1;-0,31
"554";20515;0;0;1;-0,52
"555";20515;0;1;0;-0,52
"556";20515;0;1;0;-0,52
"557";20515;0;1;0;-0,52
"558";20515;0;1;0;-0,52
"559";20515;0;1;1;-0,52
"560";20515;0;1;1;-0,52
"561";20515;0;1;1;-0,52
"562";20515;1;1;0;-0,52
"563";20515;1;1;0;-0,52
"564";20515;1;1;1;-0,52
"565";20515;1;1;1;-0,52
"566";20516;0;0;0;NA
"567";20516;0;1;0;NA
"568";20516;0;1;0;NA
"569";20516;0;1;0;NA
"570";20516;0;1;0;NA
"571";20516;0;1;0;NA
"572";20516;0;1;0;NA
"573";20516;0;1;1;NA
"574";20516;1;1;0;NA
"575";20516;1;1;0;NA
"576";20516;1;1;0;NA
"577";20516;1;1;0;NA
"578";20516;1;1;1;NA
"579";20517;0;1;0;-0,33
"580";20517;0;1;0;-0,33
"581";20517;0;1;0;-0,33
"582";20517;0;1;0;-0,33
"583";20517;0;1;1;-0,33
"584";20517;0;1;1;-0,33
"585";20517;1;1;0;-0,33
"586";20518;0;0;0;-0,23
"587";20518;0;0;0;-0,23
"588";20518;0;1;0;-0,23
"589";20518;0;1;0;-0,23
"590";20518;1;0;0;-0,23
"591";20518;1;0;0;-0,23
"592";20518;1;0;0;-0,23
"593";20518;1;1;0;-0,23
"594";20518;1;1;0;-0,23
"595";20518;1;1;0;-0,23
"596";20518;1;1;0;-0,23
"597";20519;0;1;0;-0,45
"598";20519;0;1;0;-0,45
"599";20519;0;1;1;-0,45
"600";20519;1;0;0;-0,45
"601";20519;1;0;0;-0,45
"602";20519;1;1;0;-0,45
"603";20519;1;1;0;-0,45
"604";20520;1;0;0;-0,24
"605";20520;1;0;0;-0,24
"606";20520;1;0;1;-0,24
"607";20520;1;0;1;-0,24
"608";30101;0;0;0;0,14
"609";30101;0;0;0;0,14
"610";30101;0;0;0;0,14
"611";30101;0;0;0;0,14
"612";30101;0;1;0;0,14
"613";30101;0;1;0;0,14
"614";30101;0;1;0;0,14
"615";30101;0;1;0;0,14
"616";30101;0;1;0;0,14
"617";30101;0;1;0;0,14
"618";30101;0;1;0;0,14
"619";30101;0;1;0;0,14
"620";30101;0;1;0;0,14
"621";30101;0;1;0;0,14
"622";30101;0;1;0;0,14
"623";30101;0;1;0;0,14
"624";30101;0;1;0;0,14
"625";30101;0;1;1;0,14
"626";30101;1;0;0;0,14
"627";30101;1;0;0;0,14
"628";30101;1;0;0;0,14
"629";30101;1;0;0;0,14
"630";30101;1;0;0;0,14
"631";30101;1;0;0;0,14
"632";30101;1;1;0;0,14
"633";30101;1;1;0;0,14
"634";30101;1;1;0;0,14
"635";30101;1;1;0;0,14
"636";30202;0;0;0;-0,16
"637";30202;0;0;0;-0,16
"638";30202;0;0;0;-0,16
"639";30202;0;0;1;-0,16
"640";30202;0;0;1;-0,16
"641";30202;0;1;0;-0,16
"642";30202;0;1;0;-0,16
"643";30202;0;1;0;-0,16
"644";30202;0;1;0;-0,16
"645";30202;0;1;0;-0,16
"646";30202;0;1;0;-0,16
"647";30202;0;1;1;-0,16
"648";30202;1;0;1;-0,16
"649";30202;1;0;1;-0,16
"650";30202;1;1;0;-0,16
"651";30202;1;1;0;-0,16
"652";30202;1;1;0;-0,16
"653";30202;1;1;0;-0,16
"654";30202;1;1;0;-0,16
"655";30202;1;1;0;-0,16
"656";30202;1;1;0;-0,16
"657";30202;1;1;0;-0,16
"658";30202;1;1;1;-0,16
"659";30202;1;1;1;-0,16
"660";30202;1;1;1;-0,16
"661";30203;0;0;0;-0,25
"662";30203;0;0;0;-0,25
"663";30203;0;0;0;-0,25
"664";30203;0;0;0;-0,25
"665";30203;0;0;0;-0,25
"666";30203;0;0;0;-0,25
"667";30203;0;0;0;-0,25
"668";30203;0;0;0;-0,25
"669";30203;0;0;0;-0,25
"670";30203;0;0;1;-0,25
"671";30203;0;1;0;-0,25
"672";30203;0;1;0;-0,25
"673";30203;0;1;0;-0,25
"674";30203;0;1;0;-0,25
"675";30203;0;1;0;-0,25
"676";30203;1;0;0;-0,25
"677";30203;1;0;0;-0,25
"678";30203;1;0;0;-0,25
"679";30203;1;0;0;-0,25
"680";30203;1;0;0;-0,25
"681";30203;1;0;0;-0,25
"682";30203;1;0;0;-0,25
"683";30203;1;0;0;-0,25
"684";30203;1;0;1;-0,25
"685";30203;1;0;1;-0,25
"686";30203;1;0;1;-0,25
"687";30203;1;1;0;-0,25
"688";30203;1;1;0;-0,25
"689";30203;1;1;0;-0,25
"690";30203;1;1;0;-0,25
"691";30204;0;0;0;-0,11
"692";30204;0;0;0;-0,11
"693";30204;0;0;0;-0,11
"694";30204;0;0;0;-0,11
"695";30204;0;0;0;-0,11
"696";30204;0;0;0;-0,11
"697";30204;0;0;0;-0,11
"698";30204;0;0;0;-0,11
"699";30204;0;1;0;-0,11
"700";30204;0;1;1;-0,11
"701";30204;1;0;0;-0,11
"702";30204;1;0;0;-0,11
"703";30204;1;0;0;-0,11
"704";30204;1;0;0;-0,11
"705";30204;1;0;0;-0,11
"706";30204;1;0;0;-0,11
"707";30204;1;0;0;-0,11
"708";30204;1;0;0;-0,11
"709";30204;1;0;0;-0,11
"710";30204;1;0;0;-0,11
"711";30204;1;0;1;-0,11
"712";30204;1;0;1;-0,11
"713";30204;1;0;1;-0,11
"714";30204;1;0;1;-0,11
"715";30204;1;0;1;-0,11
"716";30205;0;0;0;0,15
"717";30205;0;0;0;0,15
"718";30205;0;0;0;0,15
"719";30205;0;0;0;0,15
"720";30205;0;0;0;0,15
"721";30205;0;0;0;0,15
"722";30205;0;0;0;0,15
"723";30205;0;0;0;0,15
"724";30205;0;0;0;0,15
"725";30205;0;0;0;0,15
"726";30205;0;0;0;0,15
"727";30205;0;0;0;0,15
"728";30205;0;0;0;0,15
"729";30205;0;0;0;0,15
"730";30205;0;0;0;0,15
"731";30205;0;0;1;0,15
"732";30205;1;0;0;0,15
"733";30205;1;0;0;0,15
"734";30205;1;0;0;0,15
"735";30205;1;0;0;0,15
"736";30205;1;0;0;0,15
"737";30205;1;0;0;0,15
"738";30205;1;0;0;0,15
"739";30205;1;0;0;0,15
"740";30205;1;0;0;0,15
"741";30205;1;0;0;0,15
"742";30205;1;0;0;0,15
"743";30205;1;0;1;0,15
"744";30205;1;0;1;0,15
"745";30206;0;0;0;-0,08
"746";30206;0;0;0;-0,08
"747";30206;0;0;0;-0,08
"748";30206;0;0;0;-0,08
"749";30206;0;0;0;-0,08
"750";30206;0;1;0;-0,08
"751";30206;0;1;0;-0,08
"752";30206;1;0;0;-0,08
"753";30206;1;0;0;-0,08
"754";30206;1;0;0;-0,08
"755";30206;1;0;0;-0,08
"756";30206;1;0;0;-0,08
"757";30206;1;0;1;-0,08
"758";30206;1;1;0;-0,08
"759";30206;1;1;0;-0,08
"760";30206;1;1;0;-0,08
"761";30206;1;1;0;-0,08
"762";30206;1;1;0;-0,08
"763";30207;0;0;0;-0,03
"764";30207;0;0;0;-0,03
"765";30207;0;0;0;-0,03
"766";30207;0;0;0;-0,03
"767";30207;0;0;0;-0,03
"768";30207;0;0;0;-0,03
"769";30207;0;0;0;-0,03
"770";30207;0;0;1;-0,03
"771";30207;1;0;0;-0,03
"772";30207;1;0;0;-0,03
"773";30207;1;0;0;-0,03
"774";30207;1;0;0;-0,03
"775";30207;1;0;0;-0,03
"776";30207;1;0;1;-0,03
"777";30207;1;0;1;-0,03
"778";30207;1;0;1;-0,03
"779";30207;1;0;1;-0,03
"780";30208;0;0;0;-0,09
"781";30208;0;0;0;-0,09
"782";30208;0;0;0;-0,09
"783";30208;0;0;0;-0,09
"784";30208;0;0;0;-0,09
"785";30208;0;0;0;-0,09
"786";30208;0;0;0;-0,09
"787";30208;0;0;0;-0,09
"788";30208;0;0;0;-0,09
"789";30208;0;0;0;-0,09
"790";30208;0;0;0;-0,09
"791";30208;0;0;0;-0,09
"792";30208;0;0;0;-0,09
"793";30208;0;0;0;-0,09
"794";30208;0;1;0;-0,09
"795";30208;0;1;0;-0,09
"796";30208;1;0;0;-0,09
"797";30208;1;0;0;-0,09
"798";30208;1;0;0;-0,09
"799";30208;1;0;0;-0,09
"800";30208;1;0;0;-0,09
"801";30208;1;0;0;-0,09
"802";30208;1;0;0;-0,09
"803";30208;1;0;1;-0,09
"804";30208;1;0;1;-0,09
"805";30208;1;0;1;-0,09
"806";30309;0;0;0;-0,17
"807";30309;0;0;0;-0,17
"808";30309;0;0;0;-0,17
"809";30309;0;0;0;-0,17
"810";30309;0;0;0;-0,17
"811";30309;0;0;0;-0,17
"812";30309;0;0;1;-0,17
"813";30309;0;1;0;-0,17
"814";30309;0;1;0;-0,17
"815";30309;0;1;0;-0,17
"816";30309;0;1;0;-0,17
"817";30309;0;1;0;-0,17
"818";30309;0;1;0;-0,17
"819";30309;0;1;0;-0,17
"820";30309;0;1;0;-0,17
"821";30309;0;1;0;-0,17
"822";30309;1;0;0;-0,17
"823";30309;1;0;0;-0,17
"824";30309;1;0;0;-0,17
"825";30309;1;0;1;-0,17
"826";30309;1;0;1;-0,17
"827";30309;1;1;0;-0,17
"828";30309;1;1;1;-0,17
"829";30310;0;0;0;-0,35
"830";30310;0;0;0;-0,35
"831";30310;0;0;0;-0,35
"832";30310;0;0;0;-0,35
"833";30310;0;0;0;-0,35
"834";30310;1;0;0;-0,35
"835";30310;1;0;0;-0,35
"836";30310;1;0;0;-0,35
"837";30310;1;0;0;-0,35
"838";30310;1;0;0;-0,35
"839";30310;1;0;0;-0,35
"840";30310;1;0;0;-0,35
"841";30310;1;0;0;-0,35
"842";30310;1;0;0;-0,35
"843";30310;1;0;0;-0,35
"844";30310;1;0;0;-0,35
"845";30310;1;0;1;-0,35
"846";30310;1;0;1;-0,35
"847";30311;0;0;0;-0,2
"848";30311;0;0;0;-0,2
"849";30311;0;0;0;-0,2
